,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,Type
327,-1.9958899515348547,2.2609308088472386,1.2115775497189392,-0.27268272212848665,0.34556868183808165,-3.7398595554653533,1.3913641203194176,6.327417429541169,-3.0531607405774577,-2.0723465743466636,-1.7237509778080506,-3.6642811078965143,-0.25932482289139,0.13438301018971202,0.7540450440954706,-1.4866139812638506,0.46199887183570537,-2.3126419272758594,0.21171373397385945,-6.129020386547105,0.5345539133924301,0.6407175325192468,1.9654723841848414,-1.327264798919339,-0.8913594971606824,0.429489229525452,-1.7965834338081415,-2.0096204268473743,-1.7250359926119774,0.1126716966725175,1.7663014328019315,-1.1592424058792041,1.3072272667831248,-2.2282556913425173,-1.3726547143663166,2.455653957775992,0.2583556043697664,-1.2775726962634746,-0.6678657611002924,-3.8635509310211065,0.3835593795893891,-2.6645422066994855,-1.476195838711379,1.0761930985071966,1.780567837093131,-1.8171606558805258,-2.8246286220551045,-0.7679586424919006,1.5837253052425366,0.8024126634766856,2.096040151951862,-2.8501708309963676,-0.015667769145639145,-0.4172752948941977,-1.2148430712272076,1.9018542076001907,1.7614380858012595,-1.4549183054910495,-2.688684126924843,0.9341874783253092,-0.5232736772476709,-0.5868191358901573,0.3372144998228331,-0.10834678470815806,-2.444664905483532,2.5061059071669547,1.9340647754771951,2.9201044014779307,-4.011003816686798,2.916534222168533,-0.9923110591696156,1.5242501226844454,3.540484587624194,0.04059502642540599,2.8169159479752333,1.7278310828084453,0.8925473732738886,-0.3165720657917298,-1.7803079591736533,0.08493380708648726,-3.5398930352534643,0.19843645221427508,-2.8652952440742223,4.370410015303868,-0.9287617682245476,-0.5518833197692622,1.0313391378335603,3.3527216853511983,2.0809569763698352,0.7525059740029718,3.3020756017243373,2.3095420962415054,0.8918149478323862,-0.5583933532130361,6.016174377744658,2.8224779590822875,1.489350833037414,-2.740531875751241,1.05538961904711,-0.635515443738613,Bad
328,-3.1928143788021095,3.5618365285496716,1.9012857704182506,-0.406967603474444,0.5931928063999466,-5.938913978490134,2.1585287321523268,10.079274090360538,-4.869679020801877,-3.315618795622993,-2.7634805954718327,-5.828408391380554,-0.4206224914418388,0.22175114984938973,1.2080917342964959,-2.3571448070863186,0.728587003543287,-3.64422727437618,0.3321316281460771,-9.695305567656218,0.815388159753065,1.0121349534983888,3.1545808063673926,-2.116430592891176,-1.3655862949335067,0.6489530449400667,-2.8421644273958395,-3.1529431663110055,-2.766692714431258,0.19021383116153626,2.8199199879003354,-1.866830248741822,2.052636275941702,-3.5744258595873144,-2.22080533040607,3.90968870641026,0.3670757935921788,-2.0230855269662107,-1.0693668479032687,-6.116874481551804,0.5986142567815054,-4.230657007234829,-2.391008433073102,1.680279475297782,2.82851988807525,-2.8714599247161314,-4.475344215024534,-1.2394165089393225,2.5015013657153538,1.2713656123098604,3.3789277241969833,-4.5387467845253475,-0.023549697381860916,-0.6802384227226461,-1.9529491981407485,2.9989306459607175,2.795566190250599,-2.3414460435249542,-4.2799693592990335,1.4908771301335542,-0.808532247315977,-0.9204842702859086,0.5498616115156229,-0.20525205818008646,-3.9447580697786324,4.0301373451601386,3.095876143584984,4.664130537229444,-6.40057484695754,4.658049427751393,-1.5642270030794523,2.4267469255669325,5.631776556920998,0.054115952551199525,4.505196516599831,2.7474071961782043,1.4332213556015316,-0.495854854712758,-2.8530416864577868,0.13229654067833138,-5.6615449944198595,0.3060924919756142,-4.556730240124886,6.9650673104352325,-1.497898761472598,-0.8763872538344347,1.648547325324145,5.340617661558749,3.3447064200703585,1.1917819677500765,5.249517826422428,3.670034894030497,1.4439823039945878,-0.9191182340372623,9.645921451641193,4.5468643043666495,2.379834519426545,-4.32964773604215,1.657585370909754,-1.0119970022413411,Bad
329,-0.7178306607062728,0.7768003314976065,0.40711936676462696,-0.07677046703018146,0.13539552555268727,-1.2868325307527972,0.48777112203752426,2.1786022541654266,-1.039826602973825,-0.7200069944395108,-0.5828871339522919,-1.268921621470258,-0.07070913473374126,0.06663450996897484,0.2510845796590591,-0.5102304813326644,0.1669718767464972,-0.7939559708643856,0.07202385532856795,-2.070577245282572,0.19888221539127315,0.21594807587012851,0.6806980345795721,-0.49049209868916366,-0.2918828346545035,0.14606336650433144,-0.6342831844478287,-0.6764100905897588,-0.5887193327118615,0.04794440800859261,0.623306213460442,-0.3952181447162619,0.4448698885367182,-0.7876785704023026,-0.46335777274068946,0.8691869297859212,0.0932088345803735,-0.42222474867687493,-0.22146390941998628,-1.2979452319939386,0.14823720170478885,-0.9209315506097566,-0.5048567960405109,0.3592596958232173,0.5944500910153616,-0.6026226955820272,-0.9583103135825719,-0.24544266565290696,0.5474239135471825,0.26320603648763174,0.7326579575309667,-0.9920550324136427,0.0005138962985149693,-0.14894222872074986,-0.4420766990181156,0.6593754737024538,0.6129058131254147,-0.4732806919127304,-0.9037826146279038,0.3409726987774138,-0.16522945492312238,-0.20016524360210405,0.1332117709473159,-0.06070840320155462,-0.8357362965322077,0.8280399881717126,0.6549661549189664,0.9932081631701438,-1.352667843357557,0.9976921868978001,-0.36326075597246527,0.5025584900307253,1.2124655667821123,0.027809627820338086,0.9528535749586353,0.5617955051899804,0.26243682514764466,-0.10568120485235313,-0.5980061904885592,0.040695397428813666,-1.2159714944638689,0.07191269798472676,-0.9757852248528394,1.4523296185681163,-0.3189897641858272,-0.18673537332327855,0.346875971193274,1.119374946903795,0.7380896130792303,0.2616237718870512,1.1368051995155013,0.7847076194764152,0.2847098834366874,-0.21558410074615642,2.0542374626132895,0.9615772003375945,0.5079573418528255,-0.9413574433901092,0.3451627916540869,-0.2182066917834649,Bad
330,-1.6230951470176593,1.7939623245694438,0.953295463976483,-0.18273478089372078,0.3082069233522489,-3.020595430587197,1.103041142605431,5.098369264915408,-2.4561525317862256,-1.6768617892551614,-1.402149655288198,-2.951780709324906,-0.20163004259366796,0.09898240254178085,0.6257047649570044,-1.1809706899706316,0.352233644388734,-1.8347668522791036,0.16164965253856797,-4.875315219263281,0.4367383277327909,0.5128862912314127,1.5889492960754596,-1.0870133005054141,-0.6606868891488373,0.32930045672855185,-1.463205742648264,-1.6044471112059138,-1.395030721889953,0.10284599181688031,1.4160401133093017,-0.9379019707610221,1.0436140406898289,-1.798210450646725,-1.1140089443547139,1.9835467554100963,0.16454763679313753,-1.008586768148634,-0.5329542736306254,-3.0991609782176734,0.3061823504986101,-2.13504632732845,-1.200790059837453,0.8362449442947166,1.4040765148173808,-1.428835404067966,-2.23187857219985,-0.6125259767438604,1.261111585853646,0.6527444858857427,1.7318159491222027,-2.306958659826377,-0.016255378214247548,-0.3570346529960506,-0.9925251071578057,1.515786109024872,1.4260995039901176,-1.171434964712259,-2.1702945913159364,0.77896986562307,-0.41963116402518563,-0.44519602946653025,0.25954796803081503,-0.12866476354575856,-1.9827621276711918,2.0357690689525008,1.5510790515176889,2.3611850715387863,-3.1946735143832803,2.335553071083074,-0.7990134119154273,1.2032697896545452,2.833336793323829,0.02223630699188172,2.273350188835748,1.3472564711367787,0.696114357890554,-0.25521034781391727,-1.4282115787519498,0.05656913358465072,-2.8624657442245303,0.17956529047576106,-2.2720760564243214,3.512740641705643,-0.7408316769837107,-0.42384297302921276,0.8369835560694545,2.6777036160092167,1.70356642786899,0.584021185270179,2.6558595279820687,1.8186374287418117,0.7163203555077442,-0.46051212232129796,4.860382196506339,2.30478668101433,1.209699929359053,-2.1771170152560737,0.8214717520047233,-0.5229034441689192,Bad
331,-0.9866815056896052,1.1078138965544588,0.5736465662331761,-0.12332100232901581,0.17697883474880155,-1.8285129922179042,0.6410739847981289,3.0723710744536015,-1.5059932618718965,-1.0057410253087453,-0.833468133706656,-1.757907202881344,-0.1562588042012493,0.05206309196240788,0.3834301213652714,-0.7155960389142677,0.22495424704575467,-1.1259259430380577,0.11708215523018924,-2.9791214472841334,0.252513597139891,0.31689840039739847,0.9823859434824292,-0.6281207387341675,-0.4321662488897942,0.2164071614605477,-0.885859607678281,-0.9896901243548761,-0.850984139579979,0.06756322897307765,0.8579157093075875,-0.5501602728550176,0.6456436747687334,-1.0915378508739422,-0.6698136493154428,1.182519919634712,0.08890863689772469,-0.6230318056470634,-0.3330978036514562,-1.8796587656369401,0.21227074228648227,-1.3049427868516883,-0.7110396665379336,0.5167405171210002,0.8642137670966462,-0.8779946266176638,-1.3800539229746958,-0.3826436952463156,0.7696369680857682,0.3894326120209394,1.0291661679641333,-1.3782866097047473,-0.011269223961652272,-0.19829340375648755,-0.5876389475849372,0.9141337215366988,0.8381452484783862,-0.7074717546506595,-1.3306367662277396,0.4672499016234195,-0.23485466494411178,-0.26914359002802857,0.15712605530908613,-0.03973052175757292,-1.169052195938979,1.1955375977926417,0.9776220575143714,1.4278838802154505,-1.9342694968478362,1.4253101598033782,-0.47362489753333625,0.7186944555442816,1.6767419263089243,0.00965546070108788,1.3777114956826975,0.8505701805587084,0.42246068486343125,-0.1385742917518286,-0.8502724615200039,0.02945040653109957,-1.7078978008012848,0.09281453761512606,-1.3746276870267546,2.1182992533702927,-0.4550075662309597,-0.2564370961507789,0.5185524082000122,1.6554516502547563,1.0027441983498369,0.34995865115435176,1.6134900423724003,1.1063669023707952,0.4314353650475324,-0.26383461261298713,2.906515948331753,1.3658091576360674,0.7338539448741993,-1.3346015335746304,0.49479927013356695,-0.2951673957097655,Bad
332,-1.7175245586703,1.9305631546591109,1.0287817241867585,-0.20646560223308677,0.31694950876097233,-3.2140701829094147,1.1834716958567717,5.434151555424523,-2.5890276540039605,-1.789844422209169,-1.4695501031690625,-3.1440701296321407,-0.216118348468145,0.10666841659026707,0.638438707179638,-1.256471753578912,0.38450957435512045,-1.9737566560200555,0.18526315775802005,-5.207512749878419,0.48026921648760934,0.5473931240998235,1.7170231627163157,-1.1687979796808057,-0.7436294145143877,0.36301815343041915,-1.5549545029013718,-1.6933842655572318,-1.4617637940316155,0.09015501641316083,1.5204464733237004,-1.0069580032897687,1.1238865037163865,-1.9246925476390655,-1.1708140009884265,2.1143886415325923,0.2129739840284892,-1.0735785065625383,-0.5705654283374513,-3.2673998108376683,0.33462143945249934,-2.2854223766053137,-1.2911946324009334,0.8973099361696169,1.4982140423214134,-1.529744319334611,-2.3937997420276678,-0.6406246382752719,1.3506568179552625,0.6864771103651355,1.8213618308637656,-2.448838184789225,-0.004917766818437586,-0.3657381985446134,-1.0489927032842181,1.6209127677083905,1.5224438683551187,-1.2287534159266174,-2.291218816481642,0.8241351822211056,-0.45228341087213975,-0.4664691961619891,0.2928729679696839,-0.11618770891218239,-2.0932472781021634,2.1291129875963604,1.650755341344296,2.496997224360362,-3.3891617181937073,2.48556983514062,-0.8466828129888856,1.276087514589469,3.0186524029934434,0.036032018294967834,2.3900096844282905,1.4419465244699057,0.7331026085378493,-0.2858970024639803,-1.5122917927841815,0.06632243574687782,-3.0384553761705764,0.19271466921077351,-2.417209635760834,3.694343410491194,-0.7902540530856591,-0.4629609934055206,0.88219987955149,2.838616700295178,1.78350209470998,0.6324305361978073,2.8192581880777112,1.9393707075939206,0.7454515493805948,-0.49927800650494286,5.151954279811019,2.4255686066636137,1.269694260334809,-2.3269140899494904,0.8672973666559494,-0.5468602754203602,Bad
333,-1.1336955869296388,1.2969612943953712,0.6907831779076388,-0.14464417974975602,0.21814238543544853,-2.1188330678667793,0.7873726545699568,3.590082878002644,-1.71103875783434,-1.1755528054173021,-0.9699432418170763,-2.066263622284388,-0.12951321624163176,0.062265602888142445,0.4473290295112613,-0.8552313759533909,0.24187931069915666,-1.3186954115060576,0.13062778408155054,-3.444105182801441,0.31779967735148623,0.36530261247710893,1.1224708922459132,-0.7653930643587141,-0.5117211143135235,0.24520836035561278,-1.0323858589982893,-1.1353508928708667,-0.9542362191453198,0.05614086018730573,1.0097164568447006,-0.6623823577912618,0.7441032573211577,-1.2562919105887163,-0.7735446476522243,1.4076191345312665,0.16221175454067924,-0.7145014334010178,-0.40183735297121104,-2.1721084881475945,0.23038227158808347,-1.5060929829638947,-0.8168575853647253,0.5951333635696595,0.9978099192475676,-1.0237713613236912,-1.5876406435379116,-0.4210563328894574,0.8877540654582127,0.4399225401078383,1.196127768024945,-1.611860580737551,-0.010512636425352023,-0.25156641696566107,-0.7033781475927925,1.0733805872627005,1.0004135105059009,-0.7929382239426794,-1.509487210424888,0.5233452268388392,-0.2932445195981557,-0.2969125344002936,0.19762286904129783,-0.07903189524207678,-1.374948553564085,1.3879133305978397,1.0880733212950098,1.6598388081834257,-2.272943906333589,1.646775912753623,-0.57398137452153,0.8432906373527319,1.989593572439755,0.033170160492720126,1.5735080648825628,0.9601205214641118,0.4738952765253973,-0.169584954420048,-1.0162241834938104,0.0652896170195796,-2.0038984313243797,0.11848001081839458,-1.614738040180978,2.446871425263316,-0.5210341645211678,-0.2972305149434321,0.5762184838168339,1.8911530232982152,1.18465636346406,0.4248052920209937,1.8720160128105376,1.2835466458791698,0.46965288254434767,-0.3115377219664215,3.3961556412473737,1.584349661446557,0.837622241850022,-1.5423457509239964,0.5752221710638276,-0.370039867278741,Bad
334,-0.9884769734042589,1.1134409287691267,0.608272299128183,-0.12870287570412062,0.18848482433623953,-1.8399206384849285,0.6811476502984307,3.1191982898104436,-1.5128949726586733,-1.023775289032968,-0.8515289218098042,-1.8100985808995806,-0.13393278449352167,0.0760417452613218,0.3681727959450023,-0.7132406376147574,0.2123218089910799,-1.1282396755275632,0.1180545574041825,-2.9987791280907627,0.2655348848992958,0.3058272552461011,0.9806325979328314,-0.6558902439404437,-0.4468745770471763,0.20985113859445959,-0.8760243347917379,-0.9785886863433143,-0.8528882974802131,0.054948932613959736,0.886690324504211,-0.5712628635510911,0.6429574159824213,-1.0962912928877449,-0.6685149405487579,1.2176413596341091,0.13278976499100417,-0.6184245913925868,-0.32666471757814103,-1.8885982092016471,0.19433053818681637,-1.3280630329720515,-0.7469290869043643,0.525607177251313,0.8685591827275899,-0.8812890409008807,-1.3713846002092969,-0.36996487474378703,0.7677872266751975,0.39494572467154204,1.0643607742158059,-1.4134069240863625,0.007836559562472048,-0.20950195302446312,-0.5950097635869411,0.9331833589074723,0.85572227374612,-0.7322541022439051,-1.3327254485067157,0.452844956533967,-0.2587505203613903,-0.2741741492254003,0.16832632367366612,-0.07496476178524825,-1.185884900436636,1.2275075849133428,0.9617839684356724,1.4283124091083634,-1.947945550289223,1.4374661291346522,-0.49938844210187333,0.7290149314918835,1.737843062425599,0.02004458380541408,1.3788931534527016,0.8410939109639208,0.407925239330844,-0.14932958620326597,-0.854114166804498,0.03557880888497681,-1.7300014405205257,0.09352428220227274,-1.3958614882661613,2.120860506615277,-0.4549156687716402,-0.258170177037485,0.4997318557027445,1.6337351977823218,1.0306203661112336,0.3661544928373484,1.617858185067962,1.1337438042469197,0.4369008867897504,-0.2896384975389032,2.9508082328667156,1.3734053035814184,0.7324198669296406,-1.3499819193127183,0.51291873404934,-0.3103948389071541,Bad
335,-1.9336332762984758,2.1651618672038553,1.160028989138063,-0.2546675222538547,0.34647778058040996,-3.58196076426734,1.3267914368304525,6.075030077654774,-2.907010908041612,-1.9940330933091315,-1.6608239191574956,-3.5061935933331205,-0.2482971640437989,0.12005962675648349,0.7233616533639652,-1.4277756470429237,0.41989517797389037,-2.210276310675305,0.19049227299237825,-5.864798027038995,0.5064347544854592,0.6030477583267958,1.913738689306802,-1.2815444261476732,-0.8443880218999915,0.38400758049625,-1.6995248813152524,-1.9046997432134447,-1.661511030910087,0.10368132511976005,1.7204632781424538,-1.1342741151536138,1.2605566097158745,-2.1359875849154446,-1.33612154969795,2.354098257163995,0.24693910902194646,-1.2166799480043706,-0.6553683196241323,-3.673861481682928,0.3686511593245623,-2.5578419710395983,-1.4382458854419724,0.9946467999836464,1.7142393927820492,-1.748652018147208,-2.680263686568196,-0.7583531986885802,1.522549827428292,0.7670926224313873,2.0344331784504703,-2.7205908553741196,-0.00799763428047013,-0.40426367468875896,-1.1670094468386862,1.8113596959525975,1.6851776772914155,-1.4076946339533274,-2.58402689896754,0.8914525137508752,-0.5016289463503676,-0.5473153750745563,0.3384665132620807,-0.12336263785805507,-2.3709484369758127,2.4027629433578133,1.860196532840633,2.809758043678303,-3.8520756273039725,2.8097075388039947,-0.9436151894290555,1.4496611023723414,3.396580415194969,0.04556327176696244,2.707338155041964,1.6351099963176883,0.8579113250653232,-0.3058828401370162,-1.7095297091334563,0.08240053098717785,-3.3936279079192815,0.17776750461249896,-2.741374315120125,4.1981266703087785,-0.8947135670215925,-0.5268605781596918,0.9950511484817783,3.216417566249784,1.997903430696171,0.7335966261899164,3.151431922763457,2.2023944666431463,0.8632389851189266,-0.5890721006391058,5.8110453942089855,2.728044740027871,1.440847454381775,-2.610157689848337,1.007776050488288,-0.6104312875437,Bad
336,-0.3225303648464708,0.35831249675409815,0.209182673511297,-0.041690113931691454,0.05010796442087126,-0.6190510820686261,0.2365709360686106,1.03196111817692,-0.5184247602801646,-0.356563887413419,-0.2744648990397867,-0.6063121969255544,-0.024832375623563163,0.02497978786021824,0.1283207219814616,-0.231450738836118,0.09391336168646885,-0.37084141496229067,0.025703787772398762,-1.0158975935236259,0.08804099528451088,0.11997417660846679,0.32374899273099117,-0.22822636233697818,-0.1614807350499856,0.08083891495549944,-0.28912040527208166,-0.3162172577133138,-0.2935641556255996,0.035917295491984816,0.28484236431413207,-0.17584713268583765,0.20690901311063126,-0.3806017728931915,-0.23716662977530864,0.41492414881720685,0.03872597633847159,-0.2229586950927155,-0.13380008796140944,-0.6294121686955382,0.07293189937204995,-0.44364408071294337,-0.232002927855008,0.18713960170554994,0.3058454318484327,-0.30695557745647767,-0.47662320735480684,-0.13009321865009416,0.27343896843523036,0.13278471530798577,0.3373775937293224,-0.47044399774294704,0.0188182841236413,-0.076565294467938,-0.21236511737050456,0.3180201931914327,0.2706352491440577,-0.24024641972397873,-0.431572185101357,0.1618597264405791,-0.06834433871301186,-0.10378503500073731,0.04958237700388809,-0.0009921124700331587,-0.38984421487096976,0.42655478420176085,0.29904195603686706,0.48592722565225926,-0.6575890851870544,0.4692971647512557,-0.15444632748961595,0.24925832581197166,0.5823747774495553,-0.001454208727386918,0.452753482415398,0.2847969876000416,0.16154150784559057,-0.061758168485962286,-0.2827385618776924,0.0025015850374905235,-0.5813108928358608,0.027129161027254572,-0.48614388880073384,0.716368496403449,-0.1539280934790133,-0.10445085851200184,0.16223487644474502,0.5596998630689729,0.35671676963691734,0.1335209724385519,0.5391561497625843,0.3785947433958509,0.13236176600751276,-0.07780698785759138,0.9799259707576792,0.459336609965799,0.2480948091875583,-0.46862187840218056,0.18563593078382065,-0.11005117217012549,Bad
