,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Type
0,0.8014354,-0.01722199,0.10529683,0.021173809,-0.008942783,0.007495102,0.018329302,0.008634201,-0.009758182,0.005011635,-0.0038825308,0.00433277,-0.015758123,0.0022874384,-0.007840932,-0.0025437262,-0.015694348,0.0048624505,0.017755514,0.004068043,0.0038526321,0.006445276,-0.005577975,-0.0022602093,0.008988676,0.0042530266,0.0021784138,-0.00024160549,-0.002714413,-0.009770569,-0.006079169,-0.008914526,0.00059845846,0.0013437524,0.0015176557,-0.0054999716,0.0062919306,-0.007641489,-0.010346749,-0.0006981231,-0.0065841535,0.0019627346,0.00044465746,0.0073382095,-0.0023063996,2.1091766e-05,-0.0023335807,0.0053766132,0.010336023,0.0013481982,0.0020479916,0.0015230665,-0.0038361368,0.0055263997,0.003550882,0.002664736,0.001540145,0.005206376,-0.0035626201,0.001570126,0.0012390445,-0.004383965,0.007400636,0.0037324454,-0.00395305,0.00065223395,-0.00016579419,-0.0026318477,-0.0040847273,0.003344135,0.0038349123,0.001180891,0.0017780906,0.0068102675,-0.00014897635,0.003969661,0.004513385,0.0007047634,0.0026969723,0.0014809399,-0.0014626031,0.000665924,-0.003914369,-0.0010771727,-0.0018636492,0.00056403223,0.002056259,-0.0008057049,0.0048792316,-0.0037809939,-0.002452265,-0.0013910132,-0.00061328866,0.003261285,-0.0011992694,-0.0016921572,-0.00074745057,-0.0010525843,-0.0032419395,-0.0012952525,Bad
1,0.93959117,-0.00704374,-0.048451357,0.006012022,0.037100103,0.011352255,-0.008271485,-0.0039288937,-0.009693999,-0.0029258379,0.0038700392,0.0025715611,0.0017346997,-0.0049200025,-0.00968187,0.0014310802,0.002746761,-0.0015278019,0.006139847,0.0049974965,-0.005641367,0.0040413328,0.0012397983,0.0019773666,-0.0006877395,-0.0016816849,-0.0007348444,0.0024332092,0.0022805405,-0.0021552658,0.0057840487,0.0037532938,-0.008824519,-0.0039387764,-0.0030844053,0.00039303978,-0.0014499864,0.0009711741,0.0028092612,0.0024648476,-0.0001974131,0.0036131728,0.0028255552,0.00047862783,-0.0014582383,-0.0024933652,0.00095763314,-0.0078302985,0.006826798,-0.005840726,-0.00058299064,0.0012088142,-0.0012652677,-0.0063928207,0.0017019726,-0.00047793618,0.000615431,0.0011895713,-0.00022030037,-0.0037034315,0.00089499576,-0.0008619531,0.0013548925,-0.0032803623,-0.0018330271,-0.0040157014,-0.0027504938,-0.0041542747,-0.002744388,-0.0025659336,0.0005140676,-0.007882873,0.00203887,-0.000407746,-0.001437252,-0.0024097518,-0.0017104242,-0.0004118195,0.0024259468,-0.0023777394,-0.0006548605,-0.0014526995,0.008635097,-0.0012642207,0.0036250849,0.0024055068,-0.00020351225,0.0010422469,0.0011944441,0.0026294463,-0.0016519082,0.00056324014,0.002922736,0.006572773,-0.0034835069,0.00024326335,0.0030104856,-0.002203674,0.0002896068,-0.0017635765,Bad
2,0.31154814,0.00445906,0.0055471943,-0.0074637374,-0.0041107074,-0.0040118494,-0.0027430414,0.0066085435,-0.009515217,0.0023133748,-0.004730438,0.0021072228,-0.00053449493,-0.0026577888,0.0026343798,0.0099395765,0.00096462626,-0.0059490567,-0.002120696,0.0006093862,0.002789676,-0.008331131,-0.00016101477,-9.100646e-05,0.0020625154,0.004046195,9.415113e-05,-0.0027178526,-0.0021848106,0.00089910557,-0.0032856145,0.0014493436,-0.0010028837,0.0005304472,-0.0022196213,-0.002495948,-0.0026924955,-0.0031331705,0.0019019537,0.0014305705,0.0028975396,-0.003564759,0.0046584606,0.0014836655,0.006258061,0.0018254621,-0.0038355659,-0.0049757184,1.2017348e-05,0.000558481,-0.0017879191,-0.00192466,-0.00040437953,0.0021106824,-0.002391963,-0.00021035207,0.0006218281,-0.0014592534,0.0039702533,0.0010211028,-0.0053276294,0.0010466308,-0.00062411145,0.00017260738,-0.0012825796,-0.0032739714,-0.002903247,-0.0020743886,-0.0047078296,-0.0030591777,-0.0023517464,0.00038972922,0.0036716973,0.003155887,0.0042667044,0.0059127524,-0.0019805871,0.0017710027,-0.0011675801,0.0005043775,-0.0005822086,-0.0019043091,0.001740253,0.0015227039,-0.0005044511,0.00015095239,-0.00015633824,0.0014144087,0.0014517072,-0.002346682,-0.0015087354,-0.004820036,0.0016170745,-0.00010922708,-0.0014129819,-0.0007243667,-0.0004258191,-7.4744153e-06,-0.0035847472,-0.0003948557,Bad
3,-0.18966164,-0.0008344245,0.031666026,0.0014561892,0.006263913,-0.0070895595,0.003986061,-0.005348449,-0.007082063,0.001094481,0.0025856856,-0.0057133907,0.0025361376,0.006008547,-0.0015608274,0.00235163,-1.3375125e-05,0.0058822236,0.0018385845,0.0030965523,0.003114811,-0.004267019,-0.0075099114,-0.0030614547,-0.0016945944,-0.003176215,-0.0064926967,-0.0010501524,0.0010050213,-0.0069303284,0.004160573,0.00503591,0.0033507624,0.0008944637,0.0058086407,0.0018349852,1.6059465e-05,0.002535391,0.006409144,0.0003655124,0.0043696645,0.0028146438,0.0048803166,0.0018648236,-0.0019622738,0.0040443502,-0.003211887,0.0015779774,-0.0066279443,-0.0012835746,-0.0015164312,0.0074302596,-0.0035499742,0.0021188897,0.0029876828,-0.004483226,-0.0027364418,-0.0010597119,-0.00041834076,-0.005591639,-0.0018348983,0.0018591593,0.0009916523,-0.00499735,0.002517427,-0.002149661,0.0050874325,-0.0068860766,0.00022288298,0.003919732,-0.0012724672,-0.0010320169,-0.001972831,0.0039351084,0.003860717,0.0027248375,0.0004622381,-0.0016313527,0.0020887763,0.0010494875,0.0014672562,-0.00027557422,-0.00048647047,0.0013860868,0.00022635332,0.00095977896,-0.0012694856,-0.0035811698,-0.0037267036,-0.00374667,-0.001121094,-0.0015837895,-0.0008785052,-0.002206636,-0.00069195294,-0.0023898238,-0.0030427002,-0.00013258321,0.00023422859,0.0018254194,Bad
4,-0.404298,-0.009474802,-0.016428154,-0.002911974,-0.00891333,-0.00044344648,-0.0015160375,0.001270262,-0.009734006,0.002779443,-0.0025621525,0.0018476337,-0.002487453,-0.0007945687,-0.0011461906,-0.002931432,0.00079434586,0.00021401607,-0.0014030054,-0.0018161493,0.0016718617,-0.0007938781,-4.9914517e-05,-0.0011926036,0.0019075482,-0.0017167738,-0.00011283692,0.001624852,-0.0042357952,-0.0015256483,-2.3822657e-05,-0.0048948913,0.00014757313,-0.00091018516,-0.0009110875,0.003608989,-0.0024020588,-0.0017937759,-0.0019651933,0.0007534283,-0.0015009778,0.0021841056,-0.00063563406,0.0014335114,0.0038320397,-0.0044190134,0.0008876939,-0.00039558654,-0.0021630453,0.0006611495,-0.0010566304,0.0033592295,-0.0023185716,-0.0005466329,-0.00094857113,0.0024128314,0.003799253,-0.00041204167,0.0029541792,0.001426509,-0.0021435833,-0.004463776,-0.0013196568,-0.001555645,0.0006685404,0.0027739527,-0.0004502797,0.0030445617,0.0013206457,-0.00047237118,-0.00402418,-0.00094595796,-0.0017313131,0.0032211218,-0.003117837,0.0026588594,0.0011630823,-0.0011504393,0.00069802004,0.005935098,2.5212566e-05,0.00044920918,3.3309832e-05,-0.00011165238,-0.0010716753,0.0008314834,0.00043332213,0.0011596567,0.002419751,0.00026379654,-0.002072483,-0.0022603327,-0.00086885574,0.0044556856,-0.0028114216,-0.0031666236,0.0006472918,0.002566812,0.0018306987,-0.00084882294,Bad
5,0.45656362,-0.01222276,0.03572612,0.0048822807,0.01845208,-0.0015894689,-0.0061528664,-0.005345414,-0.0055045667,0.00895364,0.0047380826,-0.0024205458,-0.002006847,-0.007502204,0.0033670466,0.003372454,0.0032018048,0.0041941125,0.0035343915,-0.009799027,0.00043712792,0.00038779166,-0.006138322,-0.006975382,-0.0003475671,0.0056440006,0.0029491803,0.0018973928,-0.0010959739,-0.007671298,-0.002357222,0.0062591126,-0.0030077386,-0.0075485036,0.0010127221,-0.0038853502,0.0041348096,1.2593256e-05,0.002687735,-0.0013869357,-0.0017192971,0.0021343962,0.0045335516,0.0032239566,0.0005901948,-0.001954864,-0.0015884455,-0.0037562305,0.001675799,-0.0028465795,-0.0018529807,-0.0050657894,0.0019993302,-0.004288867,0.00074338645,-0.00086738967,-0.0037599958,-0.0015203606,-0.0023643272,0.003362929,-7.5185635e-06,0.0040510804,-0.0027240247,-0.0030642296,-0.002412846,-0.0019549562,0.0038834808,0.0013764511,0.0038601002,0.00038850334,-0.0020083818,0.0025442236,0.001766967,0.004561836,0.00019006697,0.0009815642,-0.0002299099,-0.00071412534,0.0019438057,-0.00046898035,0.001401894,-0.0017161,0.0018459065,0.0009363566,-0.004516973,-0.002226956,-0.0016936101,-4.7288508e-05,0.0034070557,8.946598e-05,0.0007609439,0.00028649345,-0.0018909279,-0.0056528295,0.001146926,0.003763972,0.0018533556,-0.0026336089,-0.0002999155,-0.0021646854,Bad
6,0.19603719,-0.0070809023,0.015402177,-0.026649756,0.02272348,0.028689148,-0.008757507,0.00064043765,0.0038508899,-0.006575697,0.0013120932,0.012951602,-0.00010986285,0.0058536413,-0.0056859013,0.0010233108,-0.009176235,-0.0020853009,0.003006479,0.0077913427,0.0034864258,0.002641732,0.0001893353,0.0016937165,0.0011481626,0.001544875,-0.0019761054,-0.0014384838,-0.005385634,0.002692055,0.0015451149,0.002774426,0.0045552435,-0.0022866537,-0.0007419634,-0.00092149084,-0.009855001,0.0010942392,0.0014330783,0.0010049847,0.0029362778,0.0022252484,0.00042442133,-0.005462813,0.0036978798,-0.0014462448,-0.00085497054,-6.8320325e-05,-0.0030962462,0.004814376,0.0024575142,-0.0032602414,-0.00073930353,0.0046594846,0.002226186,0.00026638588,-0.0012461158,-0.0035129332,-0.0021377616,0.004593417,0.0033406182,0.0015143041,-0.0036084135,0.000742383,0.0021512636,-0.0031242382,-0.0018597989,0.00075516466,-0.007336493,-0.004592761,-0.0022915115,-0.003062322,-0.004259697,-0.0050167833,-0.0057114814,-0.001034452,-0.0020559307,0.0022466327,-7.703798e-05,-0.0023200961,-0.0021143502,-0.0010779169,0.0027367563,0.0030625577,-0.0015963916,0.00090410485,0.0019025105,0.001407975,0.00031286103,-0.0010423051,-0.0040596733,0.0024920693,-0.0021325364,-0.0012761719,-0.00020426358,-0.00016736476,-0.0027632425,-0.0015534419,0.0003490573,0.0019879148,Bad
7,-0.5836758,-0.0049256342,0.0011474644,-0.0007972758,-0.0041420166,0.016539512,-0.0041316627,-0.0078371875,0.0038735308,-0.0025834334,-4.23073e-05,0.003314204,-0.0011392009,0.0015118395,0.0013849463,-0.0007231201,-0.0030558286,-0.00055430585,0.002484788,-0.0017563924,0.0017246294,0.0036651122,-0.00010722584,-0.001176935,-0.001198703,0.0020164258,-5.635751e-05,-0.0022076883,0.0019207033,0.002750259,0.006688606,-0.0012604207,-0.004187544,-0.0044570956,0.0010792392,0.0033186607,-0.0003607201,-0.0049051736,-0.00079019443,-0.0030795038,-0.00021556768,-0.0020551104,-0.0027226186,0.0017332295,0.0014502942,-0.0008549664,0.0011131037,0.000211624,0.001423755,-0.0025908689,0.003416927,-0.0016377841,0.0028398202,-0.0017380231,-0.0025384536,-0.0026882845,-0.0012469189,-0.00066051964,-0.00063681504,-0.0026048827,0.0026923867,-0.0024478186,-0.00061538524,-0.00082811655,0.002287175,0.0028900863,0.0032483179,-0.0028413744,0.00020187206,0.0025483791,-0.0060287644,0.0017017645,4.078298e-05,-0.0010801138,-0.00089943496,0.00067805155,0.0016627008,-0.006264666,-0.002895063,0.0045631183,0.0033886419,-0.0007970264,-0.0021286847,0.00070373225,-0.0035843605,0.00064576237,0.00044533948,0.0005191762,-0.0063870437,0.00032174113,-0.00037162827,-0.00066017837,-0.00024541386,-0.0002592982,-1.7398484e-05,-0.0005479296,-0.0035302849,-0.00077086024,-0.00070614833,0.0006889249,Bad
8,1.5898252,-0.026452646,0.04857903,-0.062084366,-0.0046721054,0.0045185625,-0.016085094,0.0049677235,-5.5987337e-05,-0.011497718,-0.013870068,0.006961482,0.005720727,0.006267944,-0.015306283,-0.004831517,-0.009601657,0.01024072,0.01059214,0.0048867185,0.009659028,0.024257569,0.005410803,0.006167776,-0.010450783,0.0023516708,-0.004977564,-3.3177465e-05,0.0066256383,-0.0026239497,-0.009239918,0.00065942464,-0.0042042457,-0.00387188,-0.006437536,-0.002502155,0.00093308394,0.003753957,0.0016567254,-5.1232015e-05,0.0059042084,-0.0018696758,0.001613698,0.0002832215,0.00012833872,0.0017841696,0.00012742159,-0.00681815,0.0058034617,0.0021343909,0.003816005,-0.0019740495,0.007856311,0.0012733719,0.005639591,-0.00082949945,0.0047485116,0.0022717626,-7.5955635e-05,0.00018018427,-0.0054609263,0.0033415349,-0.0061385166,0.0025398529,-0.006567922,-0.00033089923,0.0031477048,0.005069455,0.005826089,0.0020672937,-0.00060052675,-0.0012107772,-0.0046006264,-0.0012989969,-0.0015543156,0.00013466265,-0.001903853,0.001552352,-0.0041314736,0.006051664,0.002213778,0.0012805724,-0.004030761,-0.0029938854,0.00030929563,-0.00047079043,-0.00040828538,0.0026920845,-0.005160522,-0.00019291422,0.00047097003,-0.00051205175,0.0020849686,0.0002514236,0.0014863618,-0.0007088646,0.004272473,-0.0011146849,0.00073973613,-0.0047327094,Bad
9,-0.20875883,-0.008017006,-0.00084660127,-0.004328626,-0.007616195,0.014502626,0.005216354,0.0037097938,0.0013968975,0.0009291121,0.005077854,-0.0060688616,-0.0014330653,0.0024343955,-0.005620633,0.0030017032,0.005068954,0.0032992042,0.00013557117,0.0014751012,-0.0027820757,0.0008682995,0.0010777642,-0.0060328087,0.0018429678,-0.0037277811,-0.002903274,-0.004987134,-0.0018506721,0.003869186,0.0037589576,-0.00092041085,0.0021206713,0.00049569935,-0.0024244864,7.7596706e-05,-0.0026806463,0.0030973384,0.000116784126,-0.0029958512,-0.004931488,-0.0027793262,-0.0010858922,2.2360602e-05,-7.602929e-05,-0.003590989,-0.0051994985,0.0035506627,0.00061812764,0.00186605,0.003825562,-0.0002156022,-0.0028246667,0.00043208656,-0.00016848459,-0.0070710564,-0.002271889,0.00021304053,0.0012643278,0.0031257542,-0.0025760035,0.0020352465,-0.00114863,-0.0018488084,0.00039643195,-0.0068422225,0.0018633187,-0.0014311998,-0.00048254736,0.001438793,-0.0010717738,-0.00079981587,-0.0014220924,0.0018087863,-0.0004984471,-0.0045363395,0.0009044878,-0.0018194797,-0.0012297428,0.0020734384,-0.0013549565,0.0013910941,-0.0017439601,-0.004181988,-0.00031386712,0.0028827067,-0.0008539964,-0.0020860631,0.0027595777,0.00031964306,-0.002439814,0.0030308154,0.0013977491,-0.0002483389,0.0016464773,-0.005161468,-0.00051284983,-0.001277812,-0.00027584736,-6.908115e-05,Bad
